timestamp,Hog_parking_Antoinette,Fox_office_Vicki,Fox_office_Joy,Hog_services_Marshall,Bull_office_Ella,Fox_education_Elvira,Bull_office_Sally,Fox_education_Charles,Bear_education_Chad,Rat_office_Lora,Rat_office_Adele,Rat_assembly_Kelley,Rat_public_Julieann,Bear_education_Lewis,Rat_office_Randy,Rat_assembly_Pauline,Rat_office_Craig
2016-01-02 20:00:00,16.0,96.4,139.57,47.023,74.0,152.75,48.0,10.3,570.9851,443.86,618.94,0.128,1.025,16.607142857142858,85.94,2.013333333333333,185.87
2016-01-02 21:00:00,16.0,92.25,140.22,45.855,74.0,155.91,51.0,9.8,569.0751,447.59,635.47,0.064,1.13,16.642857142857142,56.61,2.02,187.56
2016-01-02 22:00:00,16.0,91.75,140.79,46.661,74.0,158.13,50.0,10.25,566.8925,448.12,652.37,0.0,1.15,16.678571428571427,54.25,2.026666666666667,188.31
2016-01-02 23:00:00,16.0,91.36,136.29,46.62,74.0,156.22,48.0,10.41,564.3215,418.47,661.2,1.32,1.12,16.714285714285715,55.6,2.033333333333333,187.93
2016-01-03 00:00:00,16.0,82.86,116.75,45.944,73.0,163.42,48.0,10.31,562.3857,401.01,672.09,1.2933333333333334,1.13,16.75,55.21,2.04,184.21
2016-01-03 01:00:00,16.0,80.45,114.45,46.742,72.0,171.43,48.0,10.66,553.0417,395.64,660.93,1.2666666666666668,1.15,16.0,57.3,2.0,182.96
2016-01-03 02:00:00,16.0,90.82,137.62,46.718,72.25,167.87,48.0,10.39,557.4523,398.69,666.81,1.24,1.15,16.25,55.89,1.976,182.13
2016-01-03 03:00:00,16.0,90.63,137.94,46.383,72.5,185.45,49.0,10.41,560.9958,401.38,675.32,1.2133333333333334,1.15,16.25,54.37,1.952,183.68
2016-01-03 04:00:00,16.0,92.51,138.01666666666665,46.218,72.75,190.17,49.0,10.3,561.5066,408.28,679.99,1.1866666666666668,1.15,16.25,55.5,1.928,183.23
2016-01-03 05:00:00,16.0,91.41,138.09333333333333,46.422,73.0,188.67,49.0,10.49,571.9153,435.79,663.42,1.1600000000000001,1.15,16.25,55.62,1.904,183.81
2016-01-03 06:00:00,15.0,91.03,138.17,46.139,74.0,186.19,49.0,10.37,576.7628,440.03,699.55,1.1333333333333333,1.15,16.0,55.53,1.88,183.01
2016-01-03 07:00:00,24.0,94.75,132.2,46.903,72.0,188.23,48.0,10.29,575.8786,442.98,724.4,1.1066666666666667,1.13,16.25,54.62,1.04,181.4
2016-01-03 08:00:00,26.0,93.05,126.28,47.262,73.0,163.45,47.0,9.94,578.3251,580.24,729.43,1.08,1.04,16.0,74.22,1.08,162.32
2016-01-03 09:00:00,25.0,92.06,137.43,45.497,72.0,161.56,46.0,9.72,596.4349,579.63,692.11,0.9500000000000001,1.0,16.25,74.41,1.04,162.5
2016-01-03 10:00:00,22.0,92.0,149.51,42.69300000000001,71.0,163.51,47.0,9.75,602.3151,525.48,655.79,0.8200000000000001,0.9600000000000001,17.0,74.44,1.28,169.26
2016-01-03 11:00:00,21.5,91.18,146.06,42.602,73.0,153.62,46.0,8.56,627.4162,490.73,656.31,0.6900000000000001,0.92,17.5,74.36,1.08,171.47
2016-01-03 12:00:00,21.0,92.21,147.29,45.587,69.0,148.97,47.0,8.353333333333333,644.8673,492.12,652.42,0.56,0.88,17.0,74.66,1.12,171.39
2016-01-03 13:00:00,20.5,98.63,147.01,43.348,72.0,142.99,46.8,8.146666666666667,645.0496,496.24,648.67,0.512,0.8400000000000001,17.75,74.97,1.1600000000000001,169.2
2016-01-03 14:00:00,20.0,102.7,139.09,43.033,71.0,138.76,46.6,7.94,642.0183,516.58,623.78,0.464,0.8,18.0,75.03,1.2,171.15
2016-01-03 15:00:00,21.0,99.81,137.87,42.025,70.0,138.36,46.4,8.19,652.1258,521.27,596.73,0.41600000000000004,0.76,18.75,75.07,1.24,174.69
2016-01-03 16:00:00,22.0,100.07,130.32,43.121,71.0,132.41,46.2,8.13,644.0075,569.94,598.05,0.368,0.72,18.0,76.04,1.28,171.06
2016-01-03 17:00:00,18.0,97.09,130.85,43.982,70.0,135.01,46.0,8.08,641.4194,589.96,589.28,0.32,0.68,18.75,51.89,2.0,167.31
2016-01-03 18:00:00,18.25,95.6,140.08,46.095,71.0,141.58,49.0,9.59,643.5493,455.31,619.32,0.256,0.8333333333333334,19.0,53.88,1.96,179.83
2016-01-03 19:00:00,18.5,94.72,135.65,46.35,72.0,142.41,50.0,9.19,637.3086,437.04,608.6,0.192,0.9866666666666666,19.5,55.29,1.92,188.82
2016-01-03 20:00:00,18.75,90.45,134.45,46.252,73.0,143.49,49.0,9.69,637.9301,437.83,634.78,0.128,1.14,18.75,55.52,2.0,188.64
2016-01-03 21:00:00,19.0,89.42,136.87,45.66,74.0,140.6,50.0,9.4,621.8725,433.32,658.1,0.064,1.15,18.25,55.49,1.96,188.0
2016-01-03 22:00:00,19.6,89.74,137.69,45.861,72.0,146.24,48.0,9.7,624.1324,436.95,670.58,0.0,1.17,17.75,55.48,2.0,188.65
2016-01-03 23:00:00,20.2,89.96,137.27,46.433,73.0,141.31,49.0,9.34,591.5481,423.2,667.35,0.16444444444444445,1.1533333333333333,17.25,55.39,2.04,186.54
2016-01-04 00:00:00,20.8,83.9,121.2,46.5,72.0,138.28,48.0,9.68,592.2515,415.18,667.56,0.3288888888888889,1.1366666666666667,17.5,55.69,2.0171428571428573,185.45
2016-01-04 01:00:00,21.4,79.13,113.66,46.243,72.25,141.62,50.0,9.28,588.2672,385.03,670.91,0.49333333333333335,1.12,17.333333333333332,56.66,1.9942857142857142,185.72
2016-01-04 02:00:00,22.0,87.51,133.99,46.294,72.5,141.3,48.0,10.05,583.9014,408.21,689.27,0.6577777777777778,1.13,17.166666666666668,55.01,1.9714285714285713,185.66
2016-01-04 03:00:00,23.0,89.28,137.47,46.081,72.75,154.05,49.0,9.95,590.6011,412.1,678.16,0.8222222222222222,1.12,17.0,54.85,1.9485714285714286,186.18
2016-01-04 04:00:00,24.0,89.89,135.48,46.381,73.0,158.71,50.0,9.5,589.8763,505.03,678.45,0.9866666666666667,1.13,17.25,55.21,1.9257142857142857,183.48
2016-01-04 05:00:00,25.0,94.14,136.62,46.567,72.0,159.53,51.0,9.83,620.2399,565.56,668.78,1.1511111111111112,1.1133333333333333,17.0,55.29,1.9028571428571428,189.03
2016-01-04 06:00:00,26.0,99.55,137.66,55.493,80.0,129.99,99.0,10.17,635.4178,619.28,721.53,1.3155555555555556,1.0966666666666667,25.5,81.27,1.88,188.93
2016-01-04 07:00:00,27.0,110.08,147.68,68.477,81.0,210.25,101.0,10.46,647.9568,629.19,1004.04,1.48,1.08,22.25,83.44,1.6266666666666667,191.14
2016-01-04 08:00:00,28.0,130.29,156.03,80.352,83.66666666666667,268.33,106.0,9.99,673.71,682.15,1094.68,2.0,1.14,30.5,88.33,1.3733333333333335,184.91
2016-01-04 09:00:00,26.0,139.83,159.15,81.708,86.33333333333333,274.86,112.0,10.2,693.0473,701.28,1107.71,1.36,0.71,37.75,89.95,1.12,192.7
2016-01-04 10:00:00,27.0,151.07,162.09,82.286,89.0,291.31,120.0,11.38,716.9468,660.77,1067.62,1.4,0.6559999999999999,42.25,105.05,1.264,181.74
2016-01-04 11:00:00,23.0,154.58,165.46,79.277,67.0,285.41,130.0,11.41,729.9754,679.54,1060.68,1.44,0.602,43.5,103.56,1.4080000000000001,184.78
2016-01-04 12:00:00,21.0,153.86,169.14,82.475,64.0,285.22,124.0,11.4,721.2391,648.66,1041.45,1.28,0.548,42.25,101.99,1.552,191.4
2016-01-04 13:00:00,22.0,156.87,164.98,79.487,67.0,280.6,117.0,11.47,720.9892,649.22,1024.72,1.1600000000000001,0.494,41.0,100.82,1.6960000000000002,202.66
2016-01-04 14:00:00,21.625,157.22,169.56,78.39399999999998,63.0,279.8,119.0,11.44,723.9944,647.76,996.43,1.04,0.44,39.75,101.0,1.84,192.08
2016-01-04 15:00:00,21.25,154.43,169.38,74.581,65.0,275.01,112.0,11.47,727.4854,676.06,979.59,0.92,0.45,40.2522,101.34,1.8,190.87
2016-01-04 16:00:00,20.875,147.9,163.8,65.12899999999999,67.0,277.6,109.0,11.48,715.7748,699.24,955.67,0.64,0.44,37.0264,100.07,2.0,186.71
2016-01-04 17:00:00,20.5,134.85,161.71,58.581,69.0,269.68,110.0,12.14,683.914,690.72,947.88,0.32,0.73,25.5,99.03,2.72,180.39
2016-01-04 18:00:00,20.125,125.45,158.66,55.67,65.0,236.96,103.0,12.91,666.3472,699.9,941.05,0.44000000000000006,0.82,24.714285714285715,101.37,2.76,190.44
2016-01-04 19:00:00,19.75,115.31,154.55,54.459,79.0,214.48,96.0,12.75,638.1731,692.41,750.09,0.56,0.9099999999999999,23.928571428571427,95.56,2.72,198.1
2016-01-04 20:00:00,19.375,113.23,149.34,55.225,80.0,218.39,95.0,12.76,635.5473,523.1,761.21,0.6800000000000002,1.0,23.142857142857142,87.47,2.68,193.45
2016-01-04 21:00:00,19.0,109.55,146.84,55.897,81.0,222.52,97.0,12.91,632.9741,521.97,709.86,0.8,1.0899999999999999,22.357142857142858,61.34,2.48,191.2
2016-01-04 22:00:00,19.666666666666668,105.5,151.3,54.442,82.0,216.23,87.0,15.41,631.6083,519.14,717.5,0.92,1.18,21.571428571428573,59.54,1.92,185.4
2016-01-04 23:00:00,20.333333333333332,103.38,153.55,54.492,81.0,216.05,52.0,11.14,607.2781,503.1,718.49,1.017777777777778,1.13,20.785714285714285,57.79,2.04,182.13
2016-01-05 00:00:00,21.0,94.19,133.15,54.75,81.0,216.29,49.0,10.28,610.0278,490.61,727.05,1.1155555555555556,1.13,20.0,58.24,2.08,181.1
2016-01-05 01:00:00,22.0,92.15,127.57,51.301,81.0,218.07,50.0,10.8,609.4672,478.84,732.69,1.2133333333333334,1.13,18.75,60.14,1.96,178.41
2016-01-05 02:00:00,22.666666666666668,100.6,148.33,49.701,81.0,172.68,50.25,10.7,606.4066,502.93,733.13,1.3111111111111111,1.13,18.5,59.24,2.0,178.44
2016-01-05 03:00:00,23.333333333333332,98.85,147.82,50.038,82.0,174.46,50.5,10.78,607.6472,521.84,771.47,1.4088888888888889,1.13,18.75,57.66,1.96,178.24
2016-01-05 04:00:00,24.0,94.25,146.57,49.344,80.0,170.36,50.75,10.64,610.1472,535.57,734.19,1.5066666666666668,1.13,18.0,58.6,2.0,179.48
2016-01-05 05:00:00,25.0,98.14,146.18,50.14,81.0,171.55,51.0,10.58,638.173,753.16,770.67,1.6044444444444446,1.13,18.75,84.34,1.96,183.66
2016-01-05 06:00:00,23.0,102.42,144.51,58.525,84.0,180.53,94.0,10.583333333333334,648.0886,765.53,796.08,1.7022222222222223,1.1066666666666667,29.25,84.25,1.88,188.44
2016-01-05 07:00:00,24.0,119.25,148.98,70.89,83.0,197.46,92.0,10.586666666666666,673.2642,803.06,1129.09,1.8,1.0833333333333333,22.25,86.51,1.67,184.98
2016-01-05 08:00:00,28.0,126.97,158.89,76.817,62.0,222.21,101.0,10.59,686.7724,856.88,1211.61,3.48,1.06,26.75,100.67,1.46,177.48
2016-01-05 09:00:00,27.0,141.95,164.42,79.223,63.0,230.14,114.0,10.39,722.7281,863.89,1153.33,2.92,1.018888888888889,33.75,109.78,1.25,187.06
2016-01-05 10:00:00,26.0,149.43,168.0,78.72399999999998,82.0,238.61,114.0,10.32,737.3001,806.57,1132.94,2.48,0.9777777777777779,37.25,115.24,1.04,177.2
2016-01-05 11:00:00,24.0,153.23,170.83,78.11399999999998,92.0,232.09,114.0,10.37,730.03,757.52,1105.65,1.56,0.9366666666666666,38.5,114.75,0.0,183.34
2016-01-05 12:00:00,23.666666666666668,155.5,164.06,80.69,74.0,235.88,114.0,10.3,732.4556,743.62,1104.37,2.4,0.8955555555555555,37.25,114.92,0.96,190.12
2016-01-05 13:00:00,23.333333333333332,158.51,166.2,76.669,66.0,249.0,114.0,13.04,744.2093,749.63,1097.59,2.44,0.8544444444444445,38.0,117.26,0.0,203.71
2016-01-05 14:00:00,23.0,163.82,168.19,77.048,63.0,250.83,114.0,13.79,743.0321,742.49,1071.6,2.6,0.8133333333333332,39.0,116.66,1.12,195.13
2016-01-05 15:00:00,25.0,154.76,172.49,75.723,64.0,255.98,114.0,14.22,737.2571,750.91,1011.51,2.56,0.7722222222222221,40.25,115.54,1.16,196.1
2016-01-05 16:00:00,24.0,150.54,168.82,65.885,65.0,256.17,114.0,12.95,727.1886,790.52,961.08,1.76,0.731111111111111,36.5,114.3,1.88,192.28
2016-01-05 17:00:00,23.0,138.72,158.19,57.79,70.0,248.39,111.0,11.21,703.6885,791.87,950.66,1.8,0.69,27.0,112.08,2.84,181.66
2016-01-05 18:00:00,22.0,125.08,158.2,57.71,66.0,220.97,106.0,11.23,662.6962,779.77,952.81,1.928,1.16,20.5,110.71,2.8,191.64
2016-01-05 19:00:00,23.0,118.16,153.61,56.012,80.0,214.71,103.33333333333333,11.21,650.5509999999998,761.18,779.47,2.056,1.13,19.0,103.82,2.72,200.2
2016-01-05 20:00:00,22.0,111.93,144.52,57.302,81.0,221.07,100.66666666666667,11.24,641.862,569.47,762.71,2.184,1.12,18.5,88.81,2.76,200.11
2016-01-05 21:00:00,22.4,112.21,144.79,56.361,82.0,236.66,98.0,11.29,631.5912,559.31,722.15,2.312,1.13,18.0,62.62,2.32,199.11
2016-01-05 22:00:00,22.8,112.05,143.87,57.865,78.0,234.33,91.0,14.1,630.5067,558.04,725.0,2.44,1.14,17.5,60.95,1.96,192.44
2016-01-05 23:00:00,23.2,101.96,148.15,57.827,81.0,231.87,58.0,9.99,617.9479,532.67,691.39,2.48,1.1199999999999999,17.0,58.59,2.08,186.91
2016-01-06 00:00:00,23.6,93.82,131.82,52.723,77.0,238.12,57.5,9.86,610.3136,519.79,727.85,2.52,1.1,17.5,59.47,2.066666666666667,185.25
2016-01-06 01:00:00,24.0,92.81,127.89,48.455,78.0,239.6,57.0,10.11,607.0111,464.77,693.45,2.56,1.08,17.55,62.25,2.0533333333333332,181.29
2016-01-06 02:00:00,24.0,103.54,143.63,47.019,79.0,188.8,56.5,9.73,604.9847,515.48,735.9,2.6,1.09,17.6,60.13,2.04,181.22
2016-01-06 03:00:00,24.0,95.5,143.33,47.037,76.0,179.76,56.0,9.87,608.4532,517.52,710.52,2.64,1.1,17.65,59.35,1.96,179.76
2016-01-06 04:00:00,24.0,97.80333333333333,142.31,48.19300000000001,77.66666666666667,192.64,55.5,10.1,608.159,529.45,742.24,2.68,1.1099999999999999,17.7,60.18,2.0,178.79
2016-01-06 05:00:00,24.0,100.10666666666667,139.9,48.999,79.33333333333333,203.49,55.0,9.21,649.1876,763.57,694.44,2.8533333333333335,1.1199999999999999,17.75,85.48,1.96,180.23
2016-01-06 06:00:00,23.0,102.41,147.83,53.868,81.0,210.15,94.0,10.49,658.2834,761.34,791.23,3.026666666666667,1.13,25.75,85.35,1.92,179.42
2016-01-06 07:00:00,24.0,113.17,155.6,66.92399999999999,61.0,241.9,93.0,10.77,670.6048,761.6,1071.33,3.2,1.14,25.5,90.42,1.04,181.27
2016-01-06 08:00:00,26.0,127.95,162.0,74.779,70.0,250.79,101.0,10.24,708.0483,822.81,1171.93,3.4,1.05,29.0,100.34,1.08,174.48
2016-01-06 09:00:00,25.0,137.92,171.76,76.846,87.0,242.93,110.0,10.12,724.3596,861.7,1144.7,3.12,1.0077777777777779,38.0,110.81,1.08,182.16
2016-01-06 10:00:00,24.0,147.38,182.2,77.215,91.0,231.57,117.0,10.31,740.9594,812.4,1110.06,2.28,0.9655555555555556,40.5,114.71,1.08,182.32
2016-01-06 11:00:00,25.0,154.55,177.46,78.514,89.5,229.05,118.0,10.21,749.0266,750.29,1059.42,1.44,0.9233333333333333,41.0,115.47,1.08,175.63
2016-01-06 12:00:00,26.0,161.62,174.12,75.58800000000002,88.0,229.36,117.0,10.17,739.0156,737.49,1045.26,2.44,0.8811111111111112,40.75,115.86,1.12,184.26
2016-01-06 13:00:00,25.0,158.71,169.61,74.991,86.5,236.44,120.0,10.14,737.7813,747.86,1041.18,1.28,0.8388888888888889,39.75,115.39,1.08,194.86
2016-01-06 14:00:00,24.0,158.84,165.28,74.81,85.0,226.33,116.0,10.12,748.4655,753.39,1027.05,0.96,0.7966666666666666,39.5,115.47,1.12,186.91
2016-01-06 15:00:00,23.0,161.13,162.56,70.253,90.0,226.69,125.0,10.11,748.6628,766.48,958.93,1.04,0.7544444444444445,39.25,115.35,1.08,181.24
2016-01-06 16:00:00,22.0,157.4,162.86,64.937,97.0,221.65,122.0,10.06,732.4334,785.8,923.72,0.88,0.7122222222222223,39.0,115.77,1.32,181.72
2016-01-06 17:00:00,22.142857142857142,142.84,155.81,59.06800000000001,94.0,208.87,114.0,10.07,695.039,795.47,922.88,0.28,0.67,30.75,114.25,2.2,176.86
2016-01-06 18:00:00,22.285714285714285,127.59,150.26,56.274,89.0,178.36,107.0,10.85,670.3629,781.19,908.28,0.4,0.7875,21.5,111.48,2.76,187.89
2016-01-06 19:00:00,22.428571428571427,119.26,143.74,55.767,86.0,175.9,105.0,11.33,647.0486,765.67,746.22,0.52,0.905,18.5,102.08,2.6399999999999997,200.25
2016-01-06 20:00:00,22.571428571428573,114.2,140.71,55.344,82.0,183.64,106.0,11.21,642.8669,588.8,743.46,0.64,1.0225,19.0,94.32,2.52,197.8
2016-01-06 21:00:00,22.714285714285715,111.76,141.08,55.285,80.0,183.03,96.0,11.38,640.0361,543.07,709.44,0.76,1.14,19.75,63.53,2.4,192.2
2016-01-06 22:00:00,22.857142857142858,106.97,143.96,55.875,82.0,184.32,86.0,14.77,640.6661,542.07,669.57,0.88,1.16,20.5,60.3,1.96,188.83
2016-01-06 23:00:00,23.0,102.27,143.91,55.754,79.0,194.81,76.0,9.81,616.4278,521.71,674.45,1.048888888888889,1.1127272727272726,21.25,60.97,2.08,187.3
2016-01-07 00:00:00,22.0,95.37,125.59,51.8,78.0,200.18,63.0,9.47,616.5849,520.55,678.37,1.2177777777777778,1.0654545454545454,22.0,59.84,2.056,183.79
2016-01-07 01:00:00,21.0,87.98,115.54,48.095,79.0,223.69,67.66666666666667,9.443333333333333,598.9876,449.2,674.08,1.3866666666666667,1.018181818181818,22.75,61.27,2.032,181.96
2016-01-07 02:00:00,20.0,98.5,135.95,46.562,77.0,196.98,72.33333333333333,9.416666666666668,600.8258,488.97,688.79,1.5555555555555556,0.9709090909090908,23.5,60.4,2.008,181.67
2016-01-07 03:00:00,21.0,96.05,139.1,46.815,77.0,203.6,77.0,9.39,600.9911,500.42,685.39,1.7244444444444444,0.9236363636363636,24.25,60.91,1.984,182.72
2016-01-07 04:00:00,22.0,95.82,136.03,47.053,77.0,205.52,81.66666666666667,9.33,597.3197,505.32,674.12,1.8933333333333335,0.8763636363636363,25.0,60.24,1.96,183.74
2016-01-07 05:00:00,21.0,99.93,140.77,47.701,77.0,210.32,86.33333333333334,9.3,632.105,720.85,659.15,2.062222222222222,0.8290909090909091,25.75,86.93,2.0,186.99
2016-01-07 06:00:00,25.0,104.87,148.47,56.045,81.0,211.81,91.0,10.58,651.377,714.49,710.27,2.2311111111111113,0.7818181818181817,26.5,86.91,1.88,185.13
2016-01-07 07:00:00,26.0,111.62,151.23,63.643,83.0,219.18,89.0,10.95,661.5818,762.43,989.63,2.4,0.7345454545454546,23.0,92.78,1.08,186.63
2016-01-07 08:00:00,27.0,127.15,160.68,75.054,85.0,259.78,99.0,10.38,688.0738,805.06,1055.09,3.24,0.6872727272727273,27.75,103.74,1.0666666666666667,183.21
2016-01-07 09:00:00,26.0,137.25,167.52,78.7,86.0,267.39,106.0,10.3375,721.7343,834.89,1082.31,1.56,0.64,38.75,111.97,1.0533333333333335,185.52
2016-01-07 10:00:00,25.333333333333332,144.15,168.68,78.219,88.0,271.39,111.0,10.295000000000002,727.1723,819.01,1105.74,1.4000000000000001,0.6587500000000001,43.5,116.22,1.04,179.8
